message_id,user_id,timestamp,channel,sender,message_text,is_phishing,hour,day_of_week
M0007689,U00159,2026-01-20T14:45:49+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,14,1
M0007744,U00159,2026-01-20T20:36:42+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,20,1
M0007701,U00159,2026-01-21T19:50:57+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,19,2
M0007754,U00159,2026-01-24T12:37:23+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,12,5
M0007718,U00159,2026-01-24T13:12:59+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,13,5
M0007748,U00159,2026-01-27T13:28:20+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,13,1
M0007733,U00159,2026-01-27T14:07:58+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,14,1
M0007727,U00159,2026-01-28T13:52:46+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,13,2
M0007723,U00159,2026-01-29T13:49:16+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,13,3
M0007677,U00159,2026-01-29T14:30:43+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,14,3
M0007734,U00159,2026-02-01T14:16:43+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,14,6
M0007672,U00159,2026-02-02T11:06:35+01:00,SMS,Delivery-Notice,Your parcel is held due to unpaid customs fee. Pay now: https://track-fee.example,1,11,0
M0007737,U00159,2026-02-03T11:17:52+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,11,1
M0007751,U00159,2026-02-04T11:50:19+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,11,2
M0007658,U00159,2026-02-05T15:18:39+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,15,3
M0007749,U00159,2026-02-05T17:07:12+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,17,3
M0007674,U00159,2026-02-06T09:42:00+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,9,4
M0007702,U00159,2026-02-06T18:08:22+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,18,4
M0007683,U00159,2026-02-07T10:45:10+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,10,5
M0007687,U00159,2026-02-07T10:53:46+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,10,5
M0007675,U00159,2026-02-08T11:16:40+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,11,6
M0007750,U00159,2026-02-08T17:28:04+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,17,6
M0007685,U00159,2026-02-09T09:02:27+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,9,0
M0007698,U00159,2026-02-11T18:04:06+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,18,2
M0007688,U00159,2026-02-12T08:43:58+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,8,3
M0007717,U00159,2026-02-12T20:38:27+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,20,3
M0007736,U00159,2026-02-13T11:55:16+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,11,4
M0007693,U00159,2026-02-15T11:24:37+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,11,6
M0007719,U00159,2026-02-15T19:56:36+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,19,6
M0007708,U00159,2026-02-16T06:48:25+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,6,0
M0007673,U00159,2026-02-16T10:46:21+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,10,0
M0007663,U00159,2026-02-16T15:51:07+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,15,0
M0007707,U00159,2026-02-19T16:42:20+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,16,3
M0007703,U00159,2026-02-20T17:28:34+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,17,4
M0007742,U00159,2026-02-20T17:45:32+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,17,4
M0007738,U00159,2026-02-21T13:27:15+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,13,5
M0007660,U00159,2026-02-21T13:37:49+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,13,5
M0007706,U00159,2026-02-21T13:58:30+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,13,5
M0007712,U00159,2026-02-22T14:55:10+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,14,6
M0007699,U00159,2026-02-24T11:26:34+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,11,1
M0007713,U00159,2026-02-24T15:45:21+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,15,1
M0007753,U00159,2026-02-28T16:06:43+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,16,5
M0007661,U00159,2026-03-03T11:32:06+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,11,1
M0007704,U00159,2026-03-04T11:30:00+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,11,2
M0007697,U00159,2026-03-05T12:08:07+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,12,3
M0007682,U00159,2026-03-07T18:43:35+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,18,5
M0007680,U00159,2026-03-08T10:15:37+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,10,6
M0007711,U00159,2026-03-09T14:23:49+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,14,0
M0007690,U00159,2026-03-09T14:34:30+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,14,0
M0007710,U00159,2026-03-10T08:29:49+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,8,1
M0007692,U00159,2026-03-11T12:23:54+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,12,2
M0007705,U00159,2026-03-11T13:47:05+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,13,2
M0007720,U00159,2026-03-13T14:24:42+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,14,4
M0007729,U00159,2026-03-14T12:44:39+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,12,5
M0007670,U00159,2026-03-14T23:42:45+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,23,5
M0007724,U00159,2026-03-16T13:47:56+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,13,0
M0007676,U00159,2026-03-16T16:37:56+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,16,0
M0007740,U00159,2026-03-17T10:37:37+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,10,1
M0007745,U00159,2026-03-18T13:21:47+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,13,2
M0007721,U00159,2026-03-19T10:24:44+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,10,3
M0007657,U00159,2026-03-19T14:48:54+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,14,3
M0007715,U00159,2026-03-20T11:48:46+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,11,4
M0007665,U00159,2026-03-20T14:07:04+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,14,4
M0007668,U00159,2026-03-26T12:11:27+01:00,SMS,Delivery-Notice,Your parcel is held due to unpaid customs fee. Pay now: https://track-fee.example,1,12,3
M0007732,U00159,2026-03-27T13:17:30+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,13,4
M0007684,U00159,2026-03-28T10:14:11+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,10,5
M0007746,U00159,2026-03-28T23:14:42+01:00,Email,IT-Support,Password expires today. Re-authenticate here: https://sso-reset.example,1,23,5
M0007659,U00159,2026-03-29T10:42:15+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,10,6
M0007709,U00159,2026-03-29T12:09:57+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,12,6
M0007686,U00159,2026-03-30T16:07:49+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,16,0
M0007694,U00159,2026-03-30T16:59:48+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,16,0
M0007741,U00159,2026-03-31T10:42:17+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,10,1
M0007782,U00160,2026-01-03T13:41:20+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,13,5
M0007774,U00160,2026-01-05T13:58:50+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,13,0
M0007786,U00160,2026-01-09T16:44:53+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,16,4
M0007790,U00160,2026-01-11T12:31:28+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,12,6
M0007772,U00160,2026-01-13T09:39:06+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,9,1
M0007785,U00160,2026-01-14T13:55:37+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,13,2
M0007793,U00160,2026-01-14T17:04:04+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,17,2
M0007775,U00160,2026-01-15T11:49:52+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,11,3
M0007796,U00160,2026-01-18T13:23:05+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,13,6
M0007801,U00160,2026-01-19T08:01:18+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,8,0
M0007757,U00160,2026-01-19T10:34:02+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,10,0
M0007778,U00160,2026-01-20T12:39:55+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,12,1
M0007759,U00160,2026-01-24T12:57:04+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,12,5
M0007777,U00160,2026-01-24T18:33:03+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,18,5
M0007802,U00160,2026-01-25T13:27:27+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,13,6
M0007804,U00160,2026-01-28T15:16:54+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,15,2
M0007794,U00160,2026-01-30T06:00:00+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,6,4
M0007805,U00160,2026-01-31T15:28:42+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,15,5
M0010752,U00160,2026-01-31T22:02:39+01:00,SMS,ShopPromo,Reminder: Gift cards purchased in-store are non-refundable. Keep your receipt.,0,22,5
M0007787,U00160,2026-02-04T13:12:16+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,13,2
M0007771,U00160,2026-02-06T10:37:20+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,10,4
M0007755,U00160,2026-02-08T05:09:47+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,5,6
M0007806,U00160,2026-02-10T15:25:49+01:00,SMS,Delivery-Notice,Your parcel is held due to unpaid customs fee. Pay now: https://track-fee.example,1,15,1
M0007781,U00160,2026-02-14T13:59:49+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,13,5
M0007779,U00160,2026-02-15T15:23:00+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,15,6
M0007770,U00160,2026-02-15T15:59:18+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,15,6
M0007780,U00160,2026-02-18T13:09:04+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,13,2
M0007776,U00160,2026-02-19T09:12:07+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,9,3
M0007756,U00160,2026-02-20T11:54:08+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,11,4
M0007799,U00160,2026-02-21T13:20:11+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,13,5
M0007791,U00160,2026-02-22T11:58:24+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,11,6
M0007762,U00160,2026-02-24T19:14:42+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,19,1
M0007800,U00160,2026-02-26T13:51:46+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,13,3
M0007766,U00160,2026-02-27T11:10:50+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,11,4
M0007803,U00160,2026-03-01T08:44:19+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,8,6
M0007773,U00160,2026-03-03T10:31:11+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,10,1
M0007763,U00160,2026-03-05T11:17:37+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,11,3
M0007764,U00160,2026-03-08T15:05:19+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,15,6
M0007795,U00160,2026-03-08T17:00:40+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,17,6
M0007783,U00160,2026-03-10T08:42:49+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,8,1
M0007798,U00160,2026-03-11T13:23:18+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,13,2
M0007784,U00160,2026-03-13T11:18:16+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,11,4
M0007789,U00160,2026-03-13T15:17:59+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,15,4
M0007797,U00160,2026-03-21T07:50:14+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,7,5
M0007767,U00160,2026-03-23T14:14:07+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,14,0
M0007758,U00160,2026-03-24T11:16:15+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,11,1
M0007769,U00160,2026-03-30T08:13:24+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,8,0
M0007792,U00160,2026-03-30T10:08:17+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,10,0
M0007768,U00160,2026-03-30T13:38:14+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,13,0
M0007788,U00160,2026-03-30T14:36:56+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,14,0
M0007760,U00160,2026-03-31T11:53:41+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,11,1
M0007765,U00160,2026-03-31T12:10:30+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,12,1
M0007761,U00160,2026-03-31T16:30:23+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,16,1
M0007837,U00161,2026-01-01T12:30:49+01:00,Email,IT-Support,Password expires today. Re-authenticate here: https://sso-reset.example,1,12,3
M0007809,U00161,2026-01-02T14:10:10+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,14,4
M0007838,U00161,2026-01-06T13:30:23+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,13,1
M0007843,U00161,2026-01-09T14:35:09+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,14,4
M0007845,U00161,2026-01-10T16:55:57+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,16,5
M0007839,U00161,2026-01-12T09:17:47+01:00,SMS,Delivery-Notice,Your parcel is held due to unpaid customs fee. Pay now: https://track-fee.example,1,9,0
M0007812,U00161,2026-01-12T11:42:45+01:00,Email,IT-Support,Password expires today. Re-authenticate here: https://sso-reset.example,1,11,0
M0007840,U00161,2026-01-13T11:31:54+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,11,1
M0007819,U00161,2026-01-13T18:23:12+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,18,1
M0007834,U00161,2026-01-14T09:25:09+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,9,2
M0007848,U00161,2026-01-14T17:49:36+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,17,2
M0007835,U00161,2026-01-17T18:01:00+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,18,5
M0007844,U00161,2026-01-19T17:10:35+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,17,0
M0007826,U00161,2026-01-26T10:41:53+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,10,0
M0007836,U00161,2026-01-26T15:52:25+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,15,0
M0007829,U00161,2026-01-27T09:47:38+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,9,1
M0007846,U00161,2026-01-30T12:13:55+01:00,SMS,Delivery-Notice,Your parcel is held due to unpaid customs fee. Pay now: https://track-fee.example,1,12,4
M0007833,U00161,2026-01-30T17:12:55+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,17,4
M0007847,U00161,2026-02-04T14:34:51+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,14,2
M0007807,U00161,2026-02-05T10:27:25+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,10,3
M0007822,U00161,2026-02-06T11:22:19+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,11,4
M0007841,U00161,2026-02-06T12:02:21+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,12,4
M0007824,U00161,2026-02-10T12:42:50+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,12,1
M0007816,U00161,2026-02-13T12:35:32+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,12,4
M0007825,U00161,2026-02-13T16:35:49+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,16,4
M0007815,U00161,2026-02-14T10:38:41+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,10,5
M0007851,U00161,2026-02-14T12:46:19+01:00,SMS,Delivery-Notice,Your parcel is held due to unpaid customs fee. Pay now: https://track-fee.example,1,12,5
M0007813,U00161,2026-02-15T16:15:47+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,16,6
M0007832,U00161,2026-02-16T06:03:08+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,6,0
M0007842,U00161,2026-02-19T10:28:15+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,10,3
M0007817,U00161,2026-02-28T09:45:30+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,9,5
M0007808,U00161,2026-02-28T15:32:02+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,15,5
M0007818,U00161,2026-03-02T15:51:34+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,15,0
M0007820,U00161,2026-03-05T17:09:28+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,17,3
M0007823,U00161,2026-03-10T17:13:54+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,17,1
M0007827,U00161,2026-03-12T14:34:47+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,14,3
M0007810,U00161,2026-03-13T13:55:15+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,13,4
M0007821,U00161,2026-03-13T18:38:24+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,18,4
M0007811,U00161,2026-03-14T10:56:00+01:00,SMS,Delivery-Notice,Your parcel is held due to unpaid customs fee. Pay now: https://track-fee.example,1,10,5
M0007830,U00161,2026-03-15T15:39:11+01:00,SMS,Delivery-Notice,Your parcel is held due to unpaid customs fee. Pay now: https://track-fee.example,1,15,6
M0007828,U00161,2026-03-18T16:19:05+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,16,2
M0007849,U00161,2026-03-22T13:26:29+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,13,6
M0007814,U00161,2026-03-22T14:23:16+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,14,6
M0007850,U00161,2026-03-22T22:03:41+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,22,6
M0007831,U00161,2026-03-26T16:16:52+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,16,3
M0007894,U00162,2026-01-02T16:44:38+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,16,4
M0007869,U00162,2026-01-04T17:13:09+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,17,6
M0007852,U00162,2026-01-04T19:40:42+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,19,6
M0007874,U00162,2026-01-07T13:00:00+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,13,2
M0007877,U00162,2026-01-10T14:45:36+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,14,5
M0007858,U00162,2026-01-13T17:01:34+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,17,1
M0007868,U00162,2026-01-15T09:11:59+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,9,3
M0007865,U00162,2026-01-15T12:25:38+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,12,3
M0007883,U00162,2026-01-16T04:08:08+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,4,4
M0007891,U00162,2026-01-19T10:14:28+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,10,0
M0007892,U00162,2026-01-22T12:19:19+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,12,3
M0007903,U00162,2026-01-24T06:04:12+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,6,5
M0007872,U00162,2026-01-24T13:50:18+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,13,5
M0007856,U00162,2026-01-24T15:58:54+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,15,5
M0007873,U00162,2026-01-26T13:11:30+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,13,0
M0007887,U00162,2026-01-26T14:14:41+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,14,0
M0007896,U00162,2026-01-26T18:15:21+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,18,0
M0007886,U00162,2026-01-28T11:35:16+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,11,2
M0007853,U00162,2026-01-29T17:12:28+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,17,3
M0007907,U00162,2026-01-30T16:58:36+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,16,4
M0007876,U00162,2026-02-01T17:51:52+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,17,6
M0007888,U00162,2026-02-03T12:56:36+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,12,1
M0007884,U00162,2026-02-04T15:44:44+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,15,2
M0007863,U00162,2026-02-05T10:02:05+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,10,3
M0007864,U00162,2026-02-06T14:55:30+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,14,4
M0007905,U00162,2026-02-07T23:51:20+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,23,5
M0007855,U00162,2026-02-12T12:01:44+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,12,3
M0007900,U00162,2026-02-13T09:28:04+01:00,SMS,Delivery-Notice,Your parcel is held due to unpaid customs fee. Pay now: https://track-fee.example,1,9,4
M0007880,U00162,2026-02-16T08:29:21+01:00,Email,IT-Support,Password expires today. Re-authenticate here: https://sso-reset.example,1,8,0
M0007897,U00162,2026-02-17T13:33:46+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,13,1
M0007906,U00162,2026-02-23T10:04:58+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,10,0
M0007893,U00162,2026-02-24T14:41:01+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,14,1
M0007890,U00162,2026-02-25T11:23:49+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,11,2
M0007908,U00162,2026-02-27T04:32:52+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,4,4
M0007870,U00162,2026-02-27T10:23:02+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,10,4
M0007860,U00162,2026-02-28T09:13:50+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,9,5
M0007878,U00162,2026-03-01T12:52:59+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,12,6
M0007889,U00162,2026-03-01T14:33:54+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,14,6
M0007866,U00162,2026-03-02T10:45:41+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,10,0
M0007882,U00162,2026-03-07T20:48:11+01:00,SMS,Bank Alerts,Reminder: Update your app to the latest version for improved security.,0,20,5
M0007867,U00162,2026-03-08T15:21:36+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,15,6
M0007899,U00162,2026-03-11T11:55:46+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,11,2
M0007857,U00162,2026-03-13T15:56:49+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,15,4
M0007901,U00162,2026-03-17T10:26:45+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,10,1
M0007902,U00162,2026-03-17T13:03:09+01:00,SMS,ShopPromo,Flash sale today: 20% off selected items. Unsubscribe: STOP,0,13,1
M0007881,U00162,2026-03-18T10:57:27+01:00,Email,CampusEvents,Student event: Networking meetup next Thursday.,0,10,2
M0007879,U00162,2026-03-18T19:49:06+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,19,2
M0007875,U00162,2026-03-19T09:07:00+01:00,SMS,Bank Alerts,Security tip: Never share your one-time codes.,0,9,3
M0007871,U00162,2026-03-19T10:51:06+01:00,SMS,Card-Verify,Card verification required. Confirm now to avoid lock: https://verify-card.example,1,10,3
M0007904,U00162,2026-03-22T16:44:05+01:00,SMS,Bank-Security,"Unusual activity detected. To keep your account active, verify at https://bank-secure-check.example",1,16,6
M0007898,U00162,2026-03-24T17:42:58+01:00,Email,TravelDeals,Weekend deals: Save on hotels in Europe.,0,17,1
M0007859,U00162,2026-03-26T13:51:32+01:00,SMS,Bank Alerts,Your account statement is ready in the app.,0,13,3
